GEO,ID,year,month,value
K,S653240,2025,10,8293.079029
K,S653240,2025,11,8020.38653
K,S653240,2025,12,8164.419757
K,S489042,2022,1,10732
K,S489042,2022,2,10275
K,S489042,2022,3,11594
K,S489042,2022,4,5967
K,S489042,2022,5,12263
K,S489042,2022,6,11233
K,S489042,2022,7,10254
K,S489042,2022,8,10602
K,S489042,2022,9,10931
K,S489042,2022,10,10459
K,S489042,2022,11,10325
K,S489042,2022,12,11347
K,S489042,2023,1,11370
K,S489042,2023,2,11256
K,S489042,2023,3,9879
K,S489042,2023,4,8959
K,S489042,2023,5,10755
K,S489042,2023,6,10065
K,S489042,2023,7,8223
K,S489042,2023,8,10132
K,S489042,2023,9,9583
K,S489042,2023,10,8115
K,S489042,2023,11,4718
K,S489042,2023,12,5119
K,S489042,2024,1,5868
K,S489042,2024,2,5974
K,S489042,2024,3,4742
K,S489042,2024,4,5815
K,S489042,2024,5,6370
K,S489042,2024,6,5714
K,S489042,2024,7,5530
K,S489042,2024,8,5745
K,S489042,2024,9,6413
K,S489042,2024,10,6687.009626
K,S489042,2024,11,6505.607235
K,S489042,2024,12,6590.541078
K,S489042,2025,1,6585.206495
K,S489042,2025,2,6297.689801
K,S489042,2025,3,5399.106095
K,S489042,2025,4,6486.183754
K,S489042,2025,5,7222.801962
K,S489042,2025,6,7060.110494
K,S489042,2025,7,6852.406457
K,S489042,2025,8,6864.390008
K,S489042,2025,9,6697.450867
K,S489042,2025,10,7031.136411
K,S489042,2025,11,6799.939029
K,S489042,2025,12,6922.054984
K,S615905,2022,1,7693
K,S615905,2022,2,7763
K,S615905,2022,3,7814
K,S615905,2022,4,4115
K,S615905,2022,5,8253
K,S615905,2022,6,8443
K,S615905,2022,7,8938
K,S615905,2022,8,8235
K,S615905,2022,9,9075
K,S615905,2022,10,8097
K,S615905,2022,11,7902
K,S615905,2022,12,8843
K,S615905,2023,1,8907
K,S615905,2023,2,8312
K,S615905,2023,3,6773
K,S615905,2023,4,7172
K,S615905,2023,5,7910
K,S615905,2023,6,11113
K,S615905,2023,7,9521
K,S615905,2023,8,9021
K,S615905,2023,9,9177
K,S615905,2023,10,7531
K,S615905,2023,11,6123
K,S615905,2023,12,6047
K,S615905,2024,1,6839
K,S615905,2024,2,7563
K,S615905,2024,3,4746
K,S615905,2024,4,7474
K,S615905,2024,5,7575
K,S615905,2024,6,8620
K,S615905,2024,7,7999
K,S615905,2024,8,8281
K,S615905,2024,9,7762
K,S615905,2024,10,8177.175689
K,S615905,2024,11,8029.550117
K,S615905,2024,12,8163.341144
K,S615905,2025,1,7970.430815
K,S615905,2025,2,7622.433843
K,S615905,2025,3,6534.829489
K,S615905,2025,4,7850.578247
K,S615905,2025,5,8742.147019
K,S615905,2025,6,8545.232755
K,S615905,2025,7,8293.837348
K,S615905,2025,8,8308.341688
K,S615905,2025,9,8106.286236
K,S615905,2025,10,8510.163858
K,S615905,2025,11,8230.33319
K,S615905,2025,12,8378.13672
K,S295102,2022,1,8989
K,S295102,2022,2,8961
K,S295102,2022,3,9933
K,S295102,2022,4,5166
K,S295102,2022,5,9582
K,S295102,2022,6,8496
K,S295102,2022,7,7674
K,S295102,2022,8,7422
K,S295102,2022,9,7740
K,S295102,2022,10,7826
K,S295102,2022,11,7478
K,S295102,2022,12,8403
K,S295102,2023,1,7884
K,S295102,2023,2,8203
K,S295102,2023,3,7449
K,S295102,2023,4,4781
K,S295102,2023,5,8021
K,S295102,2023,6,8311
K,S295102,2023,7,7440
K,S295102,2023,8,7561
K,S295102,2023,9,7127
K,S295102,2023,10,6377
K,S295102,2023,11,3825
K,S295102,2023,12,4227
K,S295102,2024,1,4424
K,S295102,2024,2,5086
K,S295102,2024,3,4520
K,S295102,2024,4,5665
K,S295102,2024,5,5942
K,S295102,2024,6,5508
K,S295102,2024,7,5404
K,S295102,2024,8,7443
K,S295102,2024,9,8603
K,S295102,2024,10,9037.245962
K,S295102,2024,11,8812.505997
K,S295102,2024,12,8977.490381
K,S295102,2025,1,8834.013952
K,S295102,2025,2,8448.312078
K,S295102,2025,3,7242.867572
K,S295102,2025,4,8701.175555
K,S295102,2025,5,9689.344345
K,S295102,2025,6,9471.094742
K,S295102,2025,7,9192.461055
K,S295102,2025,8,9208.536916
K,S295102,2025,9,8984.589086
K,S295102,2025,10,9432.226188
K,S295102,2025,11,9122.076325
K,S295102,2025,12,9285.894126
K,S585091,2022,1,9921
K,S585091,2022,2,10526
K,S585091,2022,3,8997
K,S585091,2022,4,4795
K,S585091,2022,5,8608
K,S585091,2022,6,7616
K,S585091,2022,7,8144
K,S585091,2022,8,7534
K,S585091,2022,9,7923
K,S585091,2022,10,8083
K,S585091,2022,11,8896
K,S585091,2022,12,9842
K,S585091,2023,1,10007
K,S585091,2023,2,8635
K,S585091,2023,3,6984
K,S585091,2023,4,6870
K,S585091,2023,5,7348
K,S585091,2023,6,7848
K,S585091,2023,7,7164
K,S585091,2023,8,7302
K,S585091,2023,9,7182
K,S585091,2023,10,6814
K,S585091,2023,11,6190
K,S585091,2023,12,7672
K,S585091,2024,1,9219
K,S585091,2024,2,9001
K,S585091,2024,3,5961
K,S585091,2024,4,7454
K,S585091,2024,5,7591
K,S585091,2024,6,7014
K,S585091,2024,7,7298
K,S585091,2024,8,6907
K,S585091,2024,9,6912
K,S585091,2024,10,7168.811003
K,S585091,2024,11,6809.840873
K,S585091,2024,12,6909.701985
K,S585091,2025,1,7097.606002
K,S585091,2025,2,6787.717434
K,S585091,2025,3,5819.214304
K,S585091,2025,4,6990.878233
K,S585091,2025,5,7784.813218
K,S585091,2025,6,7609.462613
K,S585091,2025,7,7385.596979
K,S585091,2025,8,7398.51298
K,S585091,2025,9,7218.584187
K,S585091,2025,10,7578.234036
K,S585091,2025,11,7329.047025
K,S585091,2025,12,7460.664907
K,S208518,2022,1,8851
K,S208518,2022,2,8225
K,S208518,2022,3,9579
K,S208518,2022,4,5625
K,S208518,2022,5,10533
K,S208518,2022,6,10365
K,S208518,2022,7,9404
K,S208518,2022,8,8814
K,S208518,2022,9,9332
K,S208518,2022,10,9220
K,S208518,2022,11,9370
K,S208518,2022,12,9547
K,S208518,2023,1,9491
K,S208518,2023,2,9285
K,S208518,2023,3,9205
K,S208518,2023,4,8570
K,S208518,2023,5,10136
K,S208518,2023,6,10044
K,S208518,2023,7,8164
K,S208518,2023,8,9548
K,S208518,2023,9,8969
K,S208518,2023,10,7319
K,S208518,2023,11,4528
K,S208518,2023,12,5022
K,S208518,2024,1,5590
K,S208518,2024,2,5879
K,S208518,2024,3,5167
K,S208518,2024,4,6654
K,S208518,2024,5,6520
K,S208518,2024,6,6132
K,S208518,2024,7,5837
K,S208518,2024,8,5833
K,S208518,2024,9,6124
K,S208518,2024,10,6409.331464
K,S208518,2024,11,6251.435417
K,S208518,2024,12,6361.533243
K,S208518,2025,1,6288.446059
K,S208518,2025,2,6013.886222
K,S208518,2025,3,5155.796933
K,S208518,2025,4,6193.885749
K,S208518,2025,5,6897.30847
K,S208518,2025,6,6741.948646
K,S208518,2025,7,6543.604731
K,S208518,2025,8,6555.048248
K,S208518,2025,9,6395.632171
K,S208518,2025,10,6714.280271
K,S208518,2025,11,6493.501733
K,S208518,2025,12,6610.114568
K,S124583,2022,1,10470
K,S124583,2022,2,9668
K,S124583,2022,3,10820
K,S124583,2022,4,4203
K,S124583,2022,5,10409
K,S124583,2022,6,10693
K,S124583,2022,7,9566
K,S124583,2022,8,10127
K,S124583,2022,9,9575
K,S124583,2022,10,9680
K,S124583,2022,11,9679
K,S124583,2022,12,9820
K,S124583,2023,1,10076
K,S124583,2023,2,9751
K,S124583,2023,3,9079
K,S124583,2023,4,6041
K,S124583,2023,5,10225
K,S124583,2023,6,9368
K,S124583,2023,7,7983
K,S124583,2023,8,10263
K,S124583,2023,9,8427
K,S124583,2023,10,8056
K,S124583,2023,11,4634
K,S124583,2023,12,5203
K,S124583,2024,1,5731
K,S124583,2024,2,6239
K,S124583,2024,3,4358
K,S124583,2024,4,5239
K,S124583,2024,5,6083
K,S124583,2024,6,5321
K,S124583,2024,7,5806
K,S124583,2024,8,5614
K,S124583,2024,9,5945
K,S124583,2024,10,6205.78297
K,S124583,2024,11,5941.849154
K,S124583,2024,12,6031.960836
K,S124583,2025,1,6104.639422
K,S124583,2025,2,5838.104766
K,S124583,2025,3,5005.096794
K,S124583,2025,4,6012.84304
K,S124583,2025,5,6695.705234
K,S124583,2025,6,6544.886463
K,S124583,2025,7,6352.339994
K,S124583,2025,8,6363.449025
K,S124583,2025,9,6208.692563
K,S124583,2025,10,6518.026814
K,S124583,2025,11,6303.70147
K,S124583,2025,12,6416.905798
K,S289305,2022,1,7712
K,S289305,2022,2,7311
K,S289305,2022,3,8847
K,S289305,2022,4,4402
K,S289305,2022,5,10468
K,S289305,2022,6,10132
K,S289305,2022,7,9143
K,S289305,2022,8,8791
K,S289305,2022,9,8837
K,S289305,2022,10,8607
K,S289305,2022,11,7924
K,S289305,2022,12,9117
K,S289305,2023,1,9021
K,S289305,2023,2,8431
K,S289305,2023,3,7346
K,S289305,2023,4,7042
K,S289305,2023,5,8816
K,S289305,2023,6,9177
K,S289305,2023,7,7347
K,S289305,2023,8,8010
K,S289305,2023,9,7904
K,S289305,2023,10,6360
K,S289305,2023,11,3779
K,S289305,2023,12,4290
K,S289305,2024,1,5109
K,S289305,2024,2,5508
K,S289305,2024,3,3979
K,S289305,2024,4,5803
K,S289305,2024,5,6082
K,S289305,2024,6,6079
K,S289305,2024,7,5538
K,S289305,2024,8,6214
K,S289305,2024,9,5862
K,S289305,2024,10,6133.102987
K,S289305,2024,11,5992.455641
K,S289305,2024,12,6111.019452
K,S289305,2025,1,6019.410646
K,S289305,2025,2,5756.597164
K,S289305,2025,3,4935.219076
K,S289305,2025,4,5928.895863
K,S289305,2025,5,6602.224404
K,S289305,2025,6,6453.511261
K,S289305,2025,7,6263.652994
K,S289305,2025,8,6274.606928
K,S289305,2025,9,6122.011069
K,S289305,2025,10,6427.026608
K,S289305,2025,11,6215.693527
K,S289305,2025,12,6327.317374
K,S298779,2022,1,9718
K,S298779,2022,2,8857
K,S298779,2022,3,10272
K,S298779,2022,4,6191
K,S298779,2022,5,10586
K,S298779,2022,6,9699
K,S298779,2022,7,8698
K,S298779,2022,8,8615
K,S298779,2022,9,9464
K,S298779,2022,10,8956
K,S298779,2022,11,8893
K,S298779,2022,12,10178
K,S298779,2023,1,10944
K,S298779,2023,2,9345
K,S298779,2023,3,8893
K,S298779,2023,4,8840
K,S298779,2023,5,10302
K,S298779,2023,6,9192
K,S298779,2023,7,7728
K,S298779,2023,8,8133
K,S298779,2023,9,8217
K,S298779,2023,10,7402
K,S298779,2023,11,4037
K,S298779,2023,12,5040
K,S298779,2024,1,5497
K,S298779,2024,2,5622
K,S298779,2024,3,2057
K,S298779,2024,6,3198
K,S298779,2024,7,5031
K,S298779,2024,8,4884
K,S298779,2024,9,5450
K,S298779,2024,10,5679.277719
K,S298779,2024,11,5509.700298
K,S298779,2024,12,5574.702838
K,S298779,2025,1,5596.347325
K,S298779,2025,2,5352.00521
K,S298779,2025,3,4588.356186
K,S298779,2025,4,5512.194209
K,S298779,2025,5,6138.199079
K,S298779,2025,6,5999.937969
K,S298779,2025,7,5823.423544
K,S298779,2025,8,5833.607601
K,S298779,2025,9,5691.736664
K,S298779,2025,10,5975.314742
K,S298779,2025,11,5778.834822
K,S298779,2025,12,5882.613389
K,S526014,2022,1,7572
K,S526014,2022,2,7386
K,S526014,2022,3,6907
K,S526014,2022,4,3514
K,S526014,2022,5,7720
K,S526014,2022,6,8137
K,S526014,2022,7,7321
K,S526014,2022,8,7292
K,S526014,2022,9,8006
K,S526014,2022,10,7139
K,S526014,2022,11,7122
K,S526014,2022,12,8469
K,S526014,2023,1,8797
K,S526014,2023,2,7703
K,S526014,2023,3,6464
K,S526014,2023,4,5856
K,S526014,2023,5,6779
K,S526014,2023,6,8164
K,S526014,2023,7,6174
K,S526014,2023,8,6715
K,S526014,2023,9,6724
K,S526014,2023,10,4935
K,S526014,2023,11,3279
K,S526014,2023,12,3722
K,S526014,2024,1,4378
K,S526014,2024,2,4204
K,S526014,2024,3,2759
K,S526014,2024,4,4632
K,S526014,2024,5,4805
K,S526014,2024,6,4867
K,S526014,2024,7,4382
K,S526014,2024,8,5033
K,S526014,2024,9,4783
K,S526014,2024,10,5038.834234
K,S526014,2024,11,4947.866297
K,S526014,2024,12,5030.309285
K,S526014,2025,1,4911.436561
K,S526014,2025,2,4696.998334
K,S526014,2025,3,4026.808741
K,S526014,2025,4,4837.58255
K,S526014,2025,5,5386.973614
K,S526014,2025,6,5265.633634
K,S526014,2025,7,5110.721984
K,S526014,2025,8,5119.659662
K,S526014,2025,9,4995.151645
K,S526014,2025,10,5244.023928
K,S526014,2025,11,5071.590266
K,S526014,2025,12,5162.667861
K,S591977,2022,1,5263
K,S591977,2022,2,5144
K,S591977,2022,3,5174
K,S591977,2022,4,1693
K,S591977,2022,5,6205
K,S591977,2022,6,7640
K,S591977,2022,7,7106
K,S591977,2022,8,5925
K,S591977,2022,9,6569
K,S591977,2022,10,6239
K,S591977,2022,11,5802
K,S591977,2022,12,7218
K,S591977,2023,1,7180
K,S591977,2023,2,6718
K,S591977,2023,3,6282
K,S591977,2023,4,7343
K,S591977,2023,5,8022
K,S591977,2023,6,8089
K,S591977,2023,7,6245
K,S591977,2023,8,6568
K,S591977,2023,9,7009
K,S591977,2023,10,6080
K,S591977,2023,11,4436
K,S591977,2023,12,4800
K,S591977,2024,1,5918
K,S591977,2024,2,5566
K,S591977,2024,3,3941
K,S591977,2024,4,6501
K,S591977,2024,5,6350
K,S591977,2024,6,6005
K,S591977,2024,7,4683
K,S591977,2024,8,5266
K,S591977,2024,9,5235
K,S591977,2024,10,5476.250393
K,S591977,2024,11,5336.772177
K,S591977,2024,12,5436.536226
K,S591977,2025,1,5375.573991
K,S591977,2025,2,5140.87106
K,S591977,2025,3,4407.347639
K,S591977,2025,4,5294.740676
K,S591977,2025,5,570.5854782
K,S591977,2025,6,4418.486429
K,S591977,2025,7,5593.692157
K,S591977,2025,8,5603.474457
K,S591977,2025,9,5467.200263
K,S591977,2025,10,5739.591316
K,S591977,2025,11,5550.862439
K,S591977,2025,12,5650.546989
K,S584969,2022,1,1139
K,S584969,2022,2,2893
K,S584969,2022,3,5033
K,S584969,2022,4,3088
K,S584969,2022,5,6432
K,S584969,2022,6,5971
K,S584969,2022,7,6348
K,S584969,2022,8,4915
K,S584969,2022,9,6019
K,S584969,2022,10,6244
K,S584969,2022,11,6254
K,S584969,2022,12,6062
K,S584969,2023,1,5107
K,S584969,2023,2,5525
K,S584969,2023,3,4833
K,S584969,2023,4,5454
K,S584969,2023,5,6115
K,S584969,2023,6,6171
K,S584969,2023,7,5095
K,S584969,2023,8,4191
K,S584969,2023,9,4073
K,S584969,2023,10,3366
K,S584969,2023,11,1843
K,S584969,2023,12,1938
K,S584969,2024,1,2852
K,S584969,2024,2,4197
K,S584969,2024,3,3223
K,S584969,2024,4,5662
K,S584969,2024,5,5978
K,S584969,2024,6,4473
K,S584969,2024,7,4174
K,S584969,2024,8,4275
K,S584969,2024,9,4772
K,S584969,2024,10,5014.016775
K,S584969,2024,11,4911.824614
K,S584969,2024,12,4998.442866
K,S584969,2025,1,4900.141181
K,S584969,2025,2,4686.196122
K,S584969,2025,3,4017.547838
K,S584969,2025,4,4826.457021
K,S584969,2025,5,5374.584588
K,S584969,2025,6,5253.523667
K,S584969,2025,7,5098.968285
K,S584969,2025,8,5107.885408
K,S584969,2025,9,4983.663736
K,S584969,2025,10,5231.96366
K,S584969,2025,11,5059.926563
K,S584969,2025,12,5150.794696
K,S355098,2022,1,5234
K,S355098,2022,2,5257
K,S355098,2022,3,6556
K,S355098,2022,4,3119
K,S355098,2022,5,7208
K,S355098,2022,6,7265
K,S355098,2022,7,7123
K,S355098,2022,8,6360
K,S355098,2022,9,6742
K,S355098,2022,10,6571
K,S355098,2022,11,6018
K,S355098,2022,12,5888
K,S355098,2023,1,6431
K,S355098,2023,2,6083
K,S355098,2023,3,5221
K,S355098,2023,4,4959
K,S355098,2023,5,6075
K,S355098,2023,6,5997
K,S355098,2023,7,4748
K,S355098,2023,8,4899
K,S355098,2023,9,4426
K,S355098,2023,10,3069
K,S355098,2023,11,1738
K,S355098,2023,12,2076
K,S355098,2024,1,2401
K,S355098,2024,2,2945
K,S355098,2024,3,1907
K,S355098,2024,4,3285
K,S355098,2024,5,3383
K,S355098,2024,6,3468
K,S355098,2024,7,2957
K,S355098,2024,8,3190
K,S355098,2024,9,2885
K,S355098,2024,10,3040.284647
K,S355098,2024,11,2983.581599
K,S355098,2024,12,3034.636811
K,S355098,2025,1,2962.470098
K,S355098,2025,2,2833.125694
K,S355098,2025,3,2428.882128
K,S355098,2025,4,2917.922989
K,S355098,2025,5,3249.303549
K,S355098,2025,6,3176.113952
K,S355098,2025,7,3082.674665
K,S355098,2025,8,3088.065675
K,S355098,2025,9,3012.965188
K,S355098,2025,10,3163.079455
K,S355098,2025,11,3059.071277
K,S355098,2025,12,3114.007271
K,S443148,2022,1,4680
K,S443148,2022,2,4262
K,S443148,2022,3,4565
K,S443148,2022,4,4335
K,S443148,2022,5,4494
K,S443148,2022,6,4013
K,S443148,2022,7,4805
K,S443148,2022,8,3604
K,S443148,2022,9,3888
K,S443148,2022,10,4962
K,S443148,2022,11,4265
K,S443148,2022,12,4856
K,S443148,2023,1,4534
K,S443148,2023,2,4200
K,S443148,2023,3,4793
K,S443148,2023,4,4420
K,S443148,2023,5,4166
K,S443148,2023,6,3779
K,S443148,2023,7,3492
K,S443148,2023,8,3160
K,S443148,2023,9,2987
K,S443148,2023,10,2990
K,S443148,2023,11,3336
K,S443148,2023,12,3624
K,S443148,2024,1,3997
K,S443148,2024,2,3566
K,S443148,2024,3,3817
K,S443148,2024,4,2969
K,S443148,2024,5,3218
K,S443148,2024,6,2931
K,S443148,2024,7,2863
K,S443148,2024,8,1085
K,S443148,2024,9,2765
K,S443148,2024,10,2894.309497
K,S443148,2024,11,2698.531727
K,S443148,2024,12,2744.964628
K,S443148,2025,1,2937.152867
K,S443148,2025,2,2808.913839
K,S443148,2025,3,2408.124933
K,S443148,2025,4,2892.986457
K,S443148,2025,5,3221.535043
K,S443148,2025,6,3148.970924
K,S443148,2025,7,3056.330168
K,S443148,2025,8,3061.675106
K,S443148,2025,9,2987.216427
K,S443148,2025,10,3136.047819
K,S443148,2025,11,3032.928494
K,S443148,2025,12,3087.395006
K,S272683,2022,1,4955
K,S272683,2022,2,5193
K,S272683,2022,3,4725
K,S272683,2022,4,2121
K,S272683,2022,5,4890
K,S272683,2022,6,4941
K,S272683,2022,7,4772
K,S272683,2022,8,4408
K,S272683,2022,9,4909
K,S272683,2022,10,4926
K,S272683,2022,11,5193
K,S272683,2022,12,5641
K,S272683,2023,1,5305
K,S272683,2023,2,4776
K,S272683,2023,3,3240
K,S272683,2023,4,3381
K,S272683,2023,5,4354
K,S272683,2023,6,4303
K,S272683,2023,7,3216
K,S272683,2023,8,3117
K,S272683,2023,9,3430
K,S272683,2023,10,2994
K,S272683,2023,11,2250
K,S272683,2023,12,2321
K,S272683,2024,1,2350
K,S272683,2024,2,2785
K,S272683,2024,3,1370
K,S272683,2024,4,2547
K,S272683,2024,5,2667
K,S272683,2024,6,2282
K,S272683,2024,7,2090
K,S272683,2024,8,1950
K,S272683,2024,9,1850
K,S272683,2024,10,1932.179528
K,S272683,2024,11,1879.631009
K,S272683,2024,12,1914.024339
K,S272683,2025,1,1899.677532
K,S272683,2025,2,1816.735714
K,S272683,2025,3,1557.515403
K,S272683,2025,4,1871.111796
K,S272683,2025,5,2083.608862
K,S272683,2025,6,2036.676191
K,S272683,2025,7,1976.758451
K,S272683,2025,8,1980.215424
K,S272683,2025,9,1932.0574
K,S272683,2025,10,2028.317848
K,S272683,2025,11,1961.622829
K,S272683,2025,12,1996.850416
U,S461779,2022,1,30000
U,S461779,2022,2,29433
U,S461779,2022,3,32812
U,S461779,2022,4,22345
U,S461779,2022,5,37299
U,S461779,2022,6,34317
U,S461779,2022,7,41709
U,S461779,2022,8,39092
U,S461779,2022,9,37154
U,S461779,2022,10,38911
U,S461779,2022,11,39254
U,S461779,2022,12,45225
U,S461779,2023,1,42027
U,S461779,2023,2,38870
U,S461779,2023,3,38103
U,S461779,2023,4,36829
U,S461779,2023,5,42108
U,S461779,2023,6,43295
U,S461779,2023,7,44207
U,S461779,2023,8,42811
U,S461779,2023,9,41317
U,S461779,2023,10,41545
U,S461779,2023,11,34242
U,S461779,2023,12,40470
U,S461779,2024,1,35812
U,S461779,2024,2,33706
U,S461779,2024,3,27414
U,S461779,2024,4,30697
U,S461779,2024,5,31765
U,S461779,2024,6,32933
U,S461779,2024,7,34947
U,S461779,2024,8,36981
U,S461779,2024,9,34397
U,S461779,2024,10,35976.37988
U,S461779,2024,11,35443.22793
U,S461779,2024,12,35572.80103
U,S461779,2025,1,35757.08885
U,S461779,2025,2,13000.92537
U,S461779,2025,3,12006.35496
U,S461779,2025,4,36030.18266
U,S461779,2025,5,37110.9696
U,S461779,2025,6,36224.95483
U,S461779,2025,7,37307.91109
U,S461779,2025,8,38076.4193
U,S461779,2025,9,36201.65458
U,S461779,2025,10,38227.70179
U,S461779,2025,11,37319.39553
U,S461779,2025,12,38812.25174
U,S169933,2022,1,35599
U,S169933,2022,2,33155
U,S169933,2022,3,37008
U,S169933,2022,4,24241
U,S169933,2022,5,35193
U,S169933,2022,6,32249
U,S169933,2022,7,33257
U,S169933,2022,8,32529
U,S169933,2022,9,33306
U,S169933,2022,10,35187
U,S169933,2022,11,34823
U,S169933,2022,12,38167
U,S169933,2023,1,35846
U,S169933,2023,2,33402
U,S169933,2023,3,33802
U,S169933,2023,4,31415
U,S169933,2023,5,36930
U,S169933,2023,6,35070
U,S169933,2023,7,33302
U,S169933,2023,8,33776
U,S169933,2023,9,32703
U,S169933,2023,10,31981
U,S169933,2023,11,27932
U,S169933,2023,12,32481
U,S169933,2024,1,30569
U,S169933,2024,2,31236
U,S169933,2024,3,25992
U,S169933,2024,4,25633
U,S169933,2024,5,30730
U,S169933,2024,6,31602
U,S169933,2024,7,36129
U,S169933,2024,8,36400
U,S169933,2024,9,31149
U,S169933,2024,10,32642.06859
U,S169933,2024,11,32152.15712
U,S169933,2024,12,32226.85307
U,S169933,2025,1,32380.65996
U,S169933,2025,2,29968.3722
U,S169933,2025,3,25927.04747
U,S169933,2025,4,32627.96638
U,S169933,2025,5,33606.69803
U,S169933,2025,6,32804.34683
U,S169933,2025,7,33785.04296
U,S169933,2025,8,34480.98337
U,S169933,2025,9,32783.24675
U,S169933,2025,10,34617.98072
U,S169933,2025,11,33795.44296
U,S169933,2025,12,35147.33347
U,S579345,2022,1,26665
U,S579345,2022,2,27039
U,S579345,2022,3,29491
U,S579345,2022,4,19859
U,S579345,2022,5,29970
U,S579345,2022,6,25052
U,S579345,2022,7,30563
U,S579345,2022,8,28993
U,S579345,2022,9,30868
U,S579345,2022,10,33987
U,S579345,2022,11,36052
U,S579345,2022,12,37337
U,S579345,2023,1,38488
U,S579345,2023,2,35617
U,S579345,2023,3,33627
U,S579345,2023,4,31711
U,S579345,2023,5,33111
U,S579345,2023,6,30426
U,S579345,2023,7,30708
U,S579345,2023,8,32960
U,S579345,2023,9,33560
U,S579345,2023,10,37497
U,S579345,2023,11,33093
U,S579345,2023,12,34312
U,S579345,2024,1,36357
U,S579345,2024,2,35370
U,S579345,2024,3,29480
U,S579345,2024,4,29366
U,S579345,2024,5,26034
U,S579345,2024,6,16574
U,S579345,2024,7,19827
U,S579345,2024,8,28557
U,S579345,2024,9,29597
U,S579345,2024,10,30614.05609
U,S579345,2024,11,26933.69116
U,S579345,2024,12,26466.78617
U,S579345,2025,1,30767.29246
U,S579345,2025,2,28475.19702
U,S579345,2025,3,24635.23144
U,S579345,2025,4,31002.27683
U,S579345,2025,5,31932.24314
U,S579345,2025,6,31169.86912
U,S579345,2025,7,32101.70203
U,S579345,2025,8,32762.96718
U,S579345,2025,9,31149.82035
U,S579345,2025,10,32893.13864
U,S579345,2025,11,32111.58384
U,S579345,2025,12,33396.11637
U,S335861,2022,1,28914
U,S335861,2022,2,27481
U,S335861,2022,3,30322
U,S335861,2022,4,20393
U,S335861,2022,5,30800
U,S335861,2022,6,26666
U,S335861,2022,7,26384
U,S335861,2022,8,24745
U,S335861,2022,9,25661
U,S335861,2022,10,26932
U,S335861,2022,11,26058
U,S335861,2022,12,30296
U,S335861,2023,1,26925
U,S335861,2023,2,25748
U,S335861,2023,3,24064
U,S335861,2023,4,25692
U,S335861,2023,5,26664
U,S335861,2023,6,26443
U,S335861,2023,7,24567
U,S335861,2023,8,25227
U,S335861,2023,9,25775
U,S335861,2023,10,24083
U,S335861,2023,11,19779
U,S335861,2023,12,23496
U,S335861,2024,1,22408
U,S335861,2024,2,23833
U,S335861,2024,3,18697
U,S335861,2024,4,20812
U,S335861,2024,5,22188
U,S335861,2024,6,22084
U,S335861,2024,7,23290
U,S335861,2024,8,25111
U,S335861,2024,9,24289
U,S335861,2024,10,25509.37532
U,S335861,2024,11,25336.88513
U,S335861,2024,12,25349.84741
U,S335861,2025,1,25249.40928
U,S335861,2025,2,23368.38397
U,S335861,2025,3,20217.08742
U,S335861,2025,4,25442.25097
U,S335861,2025,5,26205.43479
U,S335861,2025,6,25579.78684
U,S335861,2025,7,26344.5025
U,S335861,2025,8,26887.17471
U,S335861,2025,9,25563.33366
U,S335861,2025,10,26994.00089
U,S335861,2025,11,26352.61209
U,S335861,2025,12,27406.77334
U,S203712,2022,1,24488
U,S203712,2022,2,23780
U,S203712,2022,3,27843
U,S203712,2022,4,19377
U,S203712,2022,5,28292
U,S203712,2022,6,25813
U,S203712,2022,7,26153
U,S203712,2022,8,23962
U,S203712,2022,9,24690
U,S203712,2022,10,25217
U,S203712,2022,11,24926
U,S203712,2022,12,26274
U,S203712,2023,1,24650
U,S203712,2023,2,23214
U,S203712,2023,3,24188
U,S203712,2023,4,24680
U,S203712,2023,5,24942
U,S203712,2023,6,25104
U,S203712,2023,7,23090
U,S203712,2023,8,23129
U,S203712,2023,9,24476
U,S203712,2023,10,23606
U,S203712,2023,11,20937
U,S203712,2023,12,24458
U,S203712,2024,1,22146
U,S203712,2024,2,23441
U,S203712,2024,3,20072
U,S203712,2024,4,22099
U,S203712,2024,5,22954
U,S203712,2024,6,23825
U,S203712,2024,7,24859
U,S203712,2024,8,27548
U,S203712,2024,9,25238
U,S203712,2024,10,26451.09858
U,S203712,2024,11,26116.46052
U,S203712,2024,12,26224.74196
U,S203712,2025,1,26235.93361
U,S203712,2025,2,24281.41441
U,S203712,2025,3,21006.99297
U,S203712,2025,4,26436.30985
U,S203712,2025,5,27229.31217
U,S203712,2025,6,26579.21941
U,S203712,2025,7,27373.81342
U,S203712,2025,8,27937.68847
U,S203712,2025,9,26562.12339
U,S203712,2025,10,28048.68848
U,S203712,2025,11,27382.23986
U,S203712,2025,12,28477.58843
U,S209858,2022,1,26599
U,S209858,2022,2,25254
U,S209858,2022,3,26942
U,S209858,2022,4,19794
U,S209858,2022,5,26085
U,S209858,2022,6,25594
U,S209858,2022,7,24656
U,S209858,2022,8,23565
U,S209858,2022,9,24734
U,S209858,2022,10,25333
U,S209858,2022,11,23587
U,S209858,2022,12,25433
U,S209858,2023,1,24356
U,S209858,2023,2,22773
U,S209858,2023,3,23028
U,S209858,2023,4,22337
U,S209858,2023,5,24579
U,S209858,2023,6,24711
U,S209858,2023,7,23075
U,S209858,2023,8,23032
U,S209858,2023,9,25309
U,S209858,2023,10,23888
U,S209858,2023,11,19293
U,S209858,2023,12,21447
